ParcelNumber,FullAddress,CurrentAssessedValue,OBJECTID
470017000,0 250 BYPASS ,342300,15155615
42B113000,2001 GREENBRIER DR ,305800,15154940
440028600,1432 RUGBY AVE ,243300,15155384
470045300,604 DAVIS AVE ,289900,15155630
43B062000,2200 BANBURY ST ,261800,15155038
480057100,1024 ST CHARLES AVE ,284800,15155850
480057000,1027 LOCUST AVE ,610200,15155862
450023000,805 HILLCREST RD ,216700,15155590
470047000,1106 PARK ST ,361950,15155575
430007000,1200 SHERWOOD RD ,297800,15155186
450013000,1005 BIRDWOOD RD ,209100,15155500
43B093000,2113 TARLETON DR ,278400,15155015
490003000,1034 LOCUST AVE ,266700,15155873
48A004000,1209 HOLMES AVE ,175000,15155703
470052000,600 WILDER DR ,300200,15155477
470002A00,1213 CUTLER LN ,242710,15155348
440028210,1431 WESTWOOD RD ,249400,15155424
470056900,1005 FERN CT ,356800,15155415
490189000,1140 LOCUST AVE ,232512,15155772
470047400,613 DAVIS AVE ,390550,15155628
440031240,105 WESTWOOD CIR ,271332,15155544
43A033000,1415 GROVE RD ,499400,15155147
470056700,1001 FERN CT ,304760,15155451
490002000,1036 LOCUST AVE ,387338,15155867
490004300,1039 MARTIN ST ,220600,15155868
48A041250,906 LOCUST LN ,216924,15155758
43B087000,2124 TARLETON DR ,238300,15154993
470024100,602 WATSON AVE ,250955,15155670
43B002000,1711 GALLOWAY DR ,350941,15155090
47A065000,600 ELIZABETH AVE ,196530,15155252
480076100,943 ST CHARLES AVE ,295325,15155910
470005000,1115 PARK ST ,443030,15155693
440031101,118 WESTWOOD CIR ,269532,15155581
430010000,1415 RUGBY AVE ,249000,15155196
490147000,1117 LOCUST AVE ,207700,15155795
470056110,1002 FERN CT ,375600,15155398
440031220,101 WESTWOOD CIR ,277900,15155521
47A077000,1211 AGNESE ST ,221425,15155279
43B001000,1709 GALLOWAY DR ,277900,15155094
440028100,1450 RUGBY AVE ,361100,15155374
450016500,139 BIRDWOOD CT ,168300,15155601
470025000,604 WATSON AVE ,380800,15155674
440028310,1440 WESTWOOD RD ,275500,15155464
42B078000,1415 LESTER DR ,319400,15155059
48A032000,1206 HOLMES AVE ,204900,15155707
42B116000,1919 GREENBRIER DR ,327100,15154931
480076200,800 CALHOUN ST ,279515,15155900
440028440,1410 WESTWOOD RD ,223100,15155453
440031120,122 WESTWOOD CIR ,271600,15155570
490183000,1133 ST CLAIR AVE ,156300,15155793
480052000,1043 LOCUST AVE ,394600,15155843
43B013000,1309 CARTER LN ,287200,15155099
480063000,1015 LOCUST AVE ,377600,15155895
47A148000,707 WILDER DR ,242100,15155314
480077160,920 MARSHALL ST ,447500,15155907
470047100,605 DAVIS AVE ,301300,15155598
470031000,624 WATSON AVE ,366900,15155688
43B058000,2106 TARLETON DR ,294600,15155035
48A041230,902 LOCUST LN ,238024,15155762
43B024000,1292 KENWOOD LN ,277100,15155096
43B025000,1290 KENWOOD LN ,290200,15155091
43B083000,2116 TARLETON DR ,283900,15155020
480002200,1013 HOLMES AVE ,275445,15155475
470045600,616 DAVIS AVE ,249500,15155649
450016301,142 BIRDWOOD CT ,190200,15155583
470041000,607 WATSON AVE ,309010,15155662
43A002180,1403 MELBOURNE RD ,334900,15155170
47A059000,618 ELIZABETH AVE ,224000,15155281
48A016000,1025 HOLMES AVE ,264000,15155770
440015000,1447 RUGBY AVE ,254400,15155192
440028300,1442 RUGBY AVE ,258780,15155378
47A034000,611 BEECHWOOD DR ,282470,15155339
43B005000,1407 HOLLY RD ,278300,15155079
47A030000,1027 COTTONWOOD RD ,250450,15155345
440028000,1406 WESTWOOD RD ,224500,15155434
43C033000,2224 BANBURY ST ,209900,15155002
42B115000,1921 GREENBRIER DR ,347300,15154936
43B010000,1717 GALLOWAY DR ,266956,15155083
470016200,517 250 BYPASS ,206300,15155645
42B102000,2010 GREENBRIER DR ,372300,15154996
47A136000,614 BEECHWOOD DR ,264200,15155371
43A018000,1312 CARTER LN ,339000,15155107
490185000,1147 ST CLAIR AVE ,172100,15155788
440031100,100 WESTWOOD CIR ,236800,15155518
440031130,124 WESTWOOD CIR ,257100,15155557
48A036000,1214 HOLMES AVE ,196300,15155697
440031000,1150 ROSE HILL DR ,1749254,15155201
43B092000,2115 TARLETON DR ,250400,15155010
430002000,1216 SHERWOOD RD ,297500,15155173
43C053000,2133 TARLETON DR ,264700,15154942
490180000,1128 ST CLAIR AVE ,170000,15155829
470045120,629 WATSON AVE ,285050,15155687
480053000,1032 ST CHARLES AVE ,257315,15155832
480066000,1013 LOCUST AVE ,443840,15155903
440028260,1443 WESTWOOD RD ,197900,15155416
440028250,1441 WESTWOOD RD ,214800,15155417
440031140,128 WESTWOOD CIR ,264900,15155537
440018200,1437 RUGBY AVE ,343400,15155357
48A029000,1200 HOLMES AVE ,210400,15155714
450016101,129 BIRDWOOD CT ,201000,15155618
48A041100,919 LOCUST LN ,240700,15155732
480054000,1039 LOCUST AVE ,524056,15155847
490009170,1038 MARTIN ST ,245930,15155883
440028450,1408 WESTWOOD RD ,241300,15155443
43B016000,1303 CARTER LN ,272435,15155109
470056160,1012 ASHBY PL ,301770,15155450
43C001600,112 GREENBRIER TER ,233800,15154941
43A002300,1313 GROVE RD ,252300,15155145
490158100,945 LOCUST LN ,344700,15155736
43A002101,1318 GROVE RD ,356898,15155152
47A142000,602 BEECHWOOD DR ,251250,15155347
48A028000,1118 HOLMES AVE ,223650,15155720
470016000,907 PARK ST ,199150,15155655
470056200,610 WILDER DR ,375200,15155395
43B022000,1296 KENWOOD LN ,281500,15155105
470056101,1004 FERN CT ,343600,15155392
47A073000,637 ELIZABETH AVE ,205835,15155289
47A054000,634 ELIZABETH AVE ,190125,15155296
47A060000,616 ELIZABETH AVE ,183900,15155274
47A058000,622 ELIZABETH AVE ,193500,15155285
47A024000,1030 COTTONWOOD RD ,264500,15155324
47A020000,1022 COTTONWOOD RD ,285050,15155370
470012000,1007 PARK ST ,277500,15155611
470056130,1018 ASHBY PL ,375100,15155388
42B117000,1917 GREENBRIER DR ,330400,15154929
440028370,1426 WESTWOOD RD ,278300,15155473
43C039000,2235 BANBURY ST ,234000,15154958
490156000,1139 LOCUST AVE ,208500,15155752
480007000,812 NORTH AVE ,273400,15155562
43C024000,2242 BANBURY ST ,250147,15154939
480068000,1010 ST CHARLES AVE ,315700,15155892
450016900,131 BIRDWOOD CT ,181000,15155622
48A041260,908 LOCUST LN ,252930,15155757
47A096000,1222 AGNESE ST ,214240,15155242
48A006000,1205 HOLMES AVE ,214200,15155706
48A019000,1022 HOLMES AVE ,228755,15155784
470042000,605 WATSON AVE ,571715,15155658
440031700,112 WESTWOOD CIR ,257200,15155573
47A109000,1221 HOLMES AVE ,213500,15155265
440029000,1174 ROSE HILL DR ,190100,15155480
480014000,1013 SHERIDAN AVE ,221600,15155842
470019000,502 PARK HILL ,540470,15155647
450016120,125 BIRDWOOD CT ,194500,15155610
470051600,614 NORTH AVE ,245200,15155524
43A002120,1409 MELBOURNE RD ,317200,15155166
440018400,1431 RUGBY AVE ,267840,15155362
480023200,1027 SHERIDAN AVE ,245500,15155802
42B111000,2005 GREENBRIER DR ,310800,15154959
440023000,1111 SHERWOOD RD ,349200,15155335
480028000,1020 SHERIDAN AVE ,241300,15155839
43B035000,1285 KENWOOD LN ,294600,15155067
440028320,1438 WESTWOOD RD ,312100,15155467
450012000,1009 BIRDWOOD RD ,276500,15155487
480018000,1017 SHERIDAN AVE ,226225,15155831
47A094000,1226 AGNESE ST ,226850,15155230
440031210,142 WESTWOOD CIR ,238900,15155495
490006000,1031 MARTIN ST ,252000,15155891
440031170,134 WESTWOOD CIR ,223440,15155502
470048800,928 MARSHALL ST ,573500,15155604
490007000,1029 MARTIN ST ,68000,15155887
430001000,1218 SHERWOOD RD ,242700,15155172
480001200,1004 GLENDALE RD ,238700,15155508
470051700,616 NORTH AVE ,243750,15155529
490010000,1020 LOCUST AVE ,432650,15155908
47A012000,1017 GLENDALE RD ,256900,15155372
440006000,1455 RUTLEDGE AVE ,357600,15155181
43B068000,2212 BANBURY ST ,240800,15155036
43C023000,2244 BANBURY ST ,269081,15154933
480058200,1020 ST CHARLES AVE ,222400,15155865
43A013000,1302 CARTER LN ,278000,15155121
47A080000,1217 AGNESE ST ,223805,15155262
480069000,1008 ST CHARLES AVE ,243800,15155896
43B031000,1278 KENWOOD LN ,274345,15155057
47A086000,1229 AGNESE ST ,200050,15155236
490190000,1138 LOCUST AVE ,186706,15155775
43C050000,2127 TARLETON DR ,283100,15154962
43C049000,2125 TARLETON DR ,298300,15154973
47A069000,613 ELIZABETH AVE ,240775,15155278
480067000,1009 LOCUST AVE ,519768,15155905
47A133100,1224-A HOLMES AVE ,152000,15155254
470001100,1125 PARK ST ,258500,15155441
470045400,608 DAVIS AVE ,363525,15155638
470048100,915 MARSHALL ST ,107900,15155656
48A041150,105 LOCUST LANE CT ,274200,15155727
480045000,1015 ST CHARLES AVE ,194500,15155853
480070000,1006 ST CHARLES AVE ,154900,15155901
440016000,1450 RUTLEDGE AVE ,380000,15155188
43C032000,2226 BANBURY ST ,319200,15154997
470034000,621 WATSON AVE ,239200,15155673
480002500,1019 HOLMES AVE ,238400,15155439
470021000,807 PARK ST ,458900,15155680
490145000,1111 LOCUST AVE ,230600,15155806
43A020000,1706 GALLOWAY DR ,302000,15155110
450016240,101 BIRDWOOD CT ,194500,15155538
440024000,1107 SHERWOOD RD ,519200,15155350
43B098000,2103 TARLETON DR ,267400,15155009
450016160,117 BIRDWOOD CT ,195300,15155591
48A041101,108 LOCUST LANE CT ,272100,15155717
48A008000,705 ELIZABETH AVE ,187410,15155709
440028330,1434 WESTWOOD RD ,229000,15155468
43A002150,104 GROVER CT ,340300,15155167
470056180,1008 ASHBY PL ,359160,15155479
480024100,1030 SHERIDAN AVE ,228700,15155812
470047200,607 DAVIS AVE ,367300,15155605
43A023000,1511 MELBOURNE RD ,312600,15155134
490165000,1205 BLAND CIR ,243330,15155763
43C031000,2228 BANBURY ST ,227300,15154992
48A041300,915 LOCUST LN ,291000,15155737
43B049000,1302 LESTER DR ,422035,15155101
440028201,1429 WESTWOOD RD ,228512,15155426
48A037000,1216 HOLMES AVE ,180500,15155696
480020000,1010 HOLMES AVE ,241900,15155811
47A143100,624 WILDER DR ,273800,15155344
470054000,623 NORTH AVE ,217100,15155519
43A002110,1415 MELBOURNE RD ,263800,15155154
470048300,919 MARSHALL ST ,378300,15155636
47A131000,1228-B HOLMES AVE ,140100,15155239
43B043000,1309 LESTER DR ,364919,15155062
480062000,1017 LOCUST AVE ,414142,15155894
42B088000,1604 JAMESTOWN DR ,391700,15155033
48A041301,916 LOCUST LN ,223318,15155751
470056120,1000 FERN CT ,306300,15155407
43B103000,2206 GREENBRIER DR ,301300,15154974
47A117000,1237 HOLMES AVE ,213800,15155220
47A104000,1206 AGNESE ST ,218390,15155290
470047500,617 DAVIS AVE ,325000,15155633
43C043000,2136 TARLETON DR ,266000,15154944
43B082000,2114 TARLETON DR ,265500,15155029
470036000,620 DAVIS AVE ,263600,15155653
47A049000,702 ELIZABETH AVE ,199500,15155321
450016220,105 BIRDWOOD CT ,192600,15155547
440031230,103 WESTWOOD CIR ,276900,15155532
440014000,1449 RUGBY AVE ,266700,15155191
48A013000,1111 HOLMES AVE ,240000,15155725
480013000,801 NORTH AVE ,226100,15155841
470018000,503 PARK HILL ,455209,15155675
47A133000,1224-B HOLMES AVE ,155900,15155251
43A026000,1316 KENWOOD LN ,335500,15155137
480035000,1006 SHERIDAN AVE ,202600,15155872
43C001500,110 GREENBRIER TER ,276067,15154935
43A006000,1321 KENWOOD LN ,313400,15155120
480052100,1038 ST CHARLES AVE ,264200,15155824
470047900,631 DAVIS AVE ,392200,15155652
43B054000,1400 LESTER DR ,249000,15155077
47A101000,1212 AGNESE ST ,215250,15155271
490009150,1037 ST CLAIR AVE ,222500,15155902
480020300,1016 HOLMES AVE ,238350,15155794
43B042000,1307 LESTER DR ,281156,15155065
47A119000,1243 HOLMES AVE ,208320,15155221
42B096000,1924 GREENBRIER DR ,347600,15154960
450018000,1204 EDGE HILL RD ,222800,15155603
43B063000,2202 BANBURY ST ,267900,15155041
480019000,1008 HOLMES AVE ,236300,15155817
470027000,608 WATSON AVE ,302625,15155682
490004000,1033 MARTIN ST ,229200,15155884
450022000,201 HILLCREST RD ,243600,15155613
470051000,1122 PARK ST ,285400,15155503
470004000,1117 PARK ST ,375800,15155456
470026000,606 WATSON AVE ,568550,15155679
480021000,1019 SHERIDAN AVE ,228500,15155822
47A139000,608 BEECHWOOD DR ,232400,15155361
440018190,1412 OXFORD RD ,356100,15155301
490168000,1206 BLAND CIR ,258100,15155769
43A016000,1308 CARTER LN ,335200,15155112
480056000,1033 LOCUST AVE ,648400,15155855
47A100000,1214 AGNESE ST ,215435,15155266
42B087000,1602 JAMESTOWN DR ,319100,15155040
48A041140,107 LOCUST LANE CT ,261200,15155724
48A041180,907 LOCUST LN ,229400,15155744
450019100,206 HILLCREST RD ,191700,15155627
47A097000,1220 AGNESE ST ,273600,15155248
47A124000,1242 HOLMES AVE ,231535,15155209
43A031000,1306 KENWOOD LN ,297000,15155131
47A081000,1219 AGNESE ST ,219845,15155257
48A018000,1020 HOLMES AVE ,253600,15155786
470051140,630 NORTH AVE ,283600,15155566
440031900,116 WESTWOOD CIR ,280000,15155582
43B060000,2110 TARLETON DR ,330100,15155043
440031250,107 WESTWOOD CIR ,256800,15155550
48A041110,110 LOCUST LANE CT ,279700,15155716
470015000,1001 PARK ST ,217600,15155650
490162000,1003 LOCUST LN ,225000,15155759
43B081000,2209 BANBURY ST ,244500,15155034
42B090000,1608 JAMESTOWN DR ,352200,15155016
48A030000,1202 HOLMES AVE ,197300,15155712
440028270,1447 WESTWOOD RD ,244400,15155413
480044000,1013 ST CHARLES AVE ,255875,15155857
470051100,1126 PARK ST ,270400,15155488
47A022000,1026 COTTONWOOD RD ,341400,15155349
490009201,1032 MARTIN ST ,218900,15155904
47A004000,1010 GLENDALE RD ,235800,15155459
47A010000,1021 GLENDALE RD ,266370,15155352
43A021000,1704 GALLOWAY DR ,285600,15155114
47A091000,1207 LILI LN ,220600,15155215
48A041600,909 LOCUST LN ,258700,15155740
43A036000,1430 GROVE RD ,525967,15155162
470043000,603 WATSON AVE ,1039005,15155651
43B095000,2109 TARLETON DR ,296100,15155023
42B108000,2011 GREENBRIER DR ,265900,15154977
47A043000,1013 COTTONWOOD RD ,233800,15155437
42B095000,1922 GREENBRIER DR ,294300,15154957
450016700,135 BIRDWOOD CT ,173900,15155612
47A150000,0 AGNESE ST & RIO RD ,71000,15155237
48A041130,109 LOCUST LANE CT ,0,15155721
43C066000,2216 GREENBRIER DR ,278500,15154928
43C066000,2216 GREENBRIER DR ,278500,15154928
47A130000,1230 HOLMES AVE ,230300,15155233
43B030000,1280 KENWOOD LN ,287607,15155068
43B015000,1305 CARTER LN ,337207,15155106
470002100,1208 CUTLER LN ,276300,15155368
43A005000,1323 KENWOOD LN ,292900,15155123
480017000,1015 SHERIDAN AVE ,227000,15155837
440028800,1426 RUGBY AVE ,266900,15155390
440022000,1201 SHERWOOD RD ,328500,15155328
470056800,1003 FERN CT ,302500,15155444
47A041000,1017 COTTONWOOD RD ,247300,15155401
43B069000,2214 BANBURY ST ,236100,15155032
490011000,1018 LOCUST AVE ,544570,15155916
43C028000,2234 BANBURY ST ,222500,15154975
490163000,1005 LOCUST LN ,222960,15155765
490004100,1035 MARTIN ST ,248200,15155879
490182000,1131 ST CLAIR AVE ,184700,15155797
440009000,1463 RUTLEDGE AVE ,249500,15155185
470052800,1006 ASHBY PL ,282100,15155490
490175000,1138 ST CLAIR AVE ,143874,15155804
470048500,923 MARSHALL ST ,465455,15155631
43C065000,2218 GREENBRIER DR ,301300,15154919
43C035000,2227 BANBURY ST ,338700,15154983
47A074000,639 ELIZABETH AVE ,274025,15155293
43C002500,111 GREENBRIER TER ,212070,15154921
43B028000,1284 KENWOOD LN ,292435,15155076
440005000,1451 RUTLEDGE AVE ,261200,15155182
490155000,1137 LOCUST AVE ,189900,15155761
470051900,620 NORTH AVE ,241600,15155540
440017000,1445 RUGBY AVE ,224200,15155193
48A014000,1109 HOLMES AVE ,198890,15155729
43A002900,1316 GROVE RD ,297000,15155153
470035000,624 DAVIS AVE ,321515,15155659
480001300,1006 GLENDALE RD ,227000,15155493
470048600,925 MARSHALL ST ,444000,15155621
480011000,1005 SHERIDAN AVE ,220825,15155860
43B075000,2221 BANBURY ST ,230900,15155000
42B109000,2009 GREENBRIER DR ,449155,15154970
490141000,1103 LOCUST AVE ,220430,15155828
47A105000,1204 AGNESE ST ,251100,15155297
47A013000,1015 GLENDALE RD ,262200,15155391
490188000,1142 LOCUST AVE ,189700,15155768
440018180,1408 OXFORD RD ,368800,15155302
450016110,127 BIRDWOOD CT ,193600,15155614
470032000,626 WATSON AVE ,278190,15155689
470006000,1109 PARK ST ,328600,15155517
43A035000,1423 GROVE RD ,487100,15155150
48A010000,704 ELIZABETH AVE ,205750,15155713
43B091000,2117 TARLETON DR ,302400,15155004
47A146000,703 WILDER DR ,256635,15155326
470045900,636 DAVIS AVE ,304320,15155669
48A021000,1029 SHERIDAN AVE ,165100,15155796
440031600,110 WESTWOOD CIR ,225140,15155567
47A008000,1018 GLENDALE RD ,257300,15155396
440021000,1117 SHERWOOD RD ,305600,15155319
450016210,107 BIRDWOOD CT ,195700,15155553
480058000,1025 LOCUST AVE ,645300,15155871
470007100,1025 PARK ST ,2427900,15155542
47A075000,1207 AGNESE ST ,191145,15155284
43B033000,1281 KENWOOD LN ,266400,15155053
43B085000,2120 TARLETON DR ,270000,15155006
43C034000,2225 BANBURY ST ,228700,15154988
47A106000,701 ELIZABETH AVE ,229675,15155306
480030000,1016 SHERIDAN AVE ,201775,15155848
43B072000,2220 BANBURY ST ,239000,15155013
470002101,1200 CUTLER LN ,246800,15155419
43B084000,2118 TARLETON DR ,260842,15155014
43B053000,1310 LESTER DR ,306477,15155085
47A141000,604 BEECHWOOD DR ,246440,15155354
47A042000,1015 COTTONWOOD RD ,230900,15155418
440018900,1420 RUTLEDGE AVE ,305908,15155334
470048101,924 MARSHALL ST ,430700,15155616
440013000,1452 RUTLEDGE AVE ,337900,15155187
43C021000,2300 TARLETON DR ,298900,15154918
43B094000,2111 TARLETON DR ,332400,15155022
47A127000,1236 HOLMES AVE ,200800,15155222
470051150,700 NORTH AVE ,332500,15155564
43B036000,1287 KENWOOD LN ,307100,15155071
490143000,1107 LOCUST AVE ,253200,15155818
440032200,1128 ROSE HILL DR ,577670,15155204
43B076000,2219 BANBURY ST ,248600,15155007
430004000,1210 SHERWOOD RD ,304700,15155178
47A113000,1229 HOLMES AVE ,230170,15155241
480015000,1004 HOLMES AVE ,229000,15155834
440028900,1424 RUGBY AVE ,248340,15155393
440031160,132 WESTWOOD CIR ,253700,15155510
47A131100,1228-A HOLMES AVE ,153800,15155244
42B094000,1920 GREENBRIER DR ,290700,15154953
47A044000,1011 COTTONWOOD RD ,279000,15155448
47A039000,1021 COTTONWOOD RD ,236700,15155373
450016180,113 BIRDWOOD CT ,186700,15155574
47A040000,1019 COTTONWOOD RD ,321765,15155385
42B089000,1606 JAMESTOWN DR ,366100,15155026
480020200,1014 HOLMES AVE ,224800,15155800
43C001400,108 GREENBRIER TER ,248130,15154926
440031280,113 WESTWOOD CIR ,235048,15155552
47A072000,635 ELIZABETH AVE ,211900,15155286
440018300,1435 RUGBY AVE ,278800,15155358
43A014000,1304 CARTER LN ,282500,15155116
470051300,608 NORTH AVE ,276100,15155507
43B051000,1306 LESTER DR ,295000,15155093
450008000,1021 BIRDWOOD RD ,155100,15155428
43A002400,1311 GROVE RD ,341700,15155146
42B110000,2007 GREENBRIER DR ,315600,15154964
43A002800,1314 GROVE RD ,301000,15155155
47A003000,1008 GLENDALE RD ,267500,15155481
470051110,624 NORTH AVE ,227600,15155549
47A006000,1014 GLENDALE RD ,244500,15155427
43A030000,1308 KENWOOD LN ,347568,15155133
43B066000,2208 BANBURY ST ,251300,15155045
47A002000,702 DELL LN ,282600,15155465
42B097000,2000 GREENBRIER DR ,358800,15154966
43A038000,1420 GROVE RD ,512395,15155157
470056140,1016 ASHBY PL ,389560,15155400
42B081000,1511 JAMESTOWN DR ,350959,15155048
490167000,1208 BLAND CIR ,357800,15155745
47A120000,1245 HOLMES AVE ,220975,15155223
490169000,1204 BLAND CIR ,229500,15155777
42B091000,1610 JAMESTOWN DR ,338600,15155005
490170000,1202 BLAND CIR ,244000,15155779
47A102000,1210 AGNESE ST ,208800,15155276
47A076000,1209 AGNESE ST ,225095,15155282
43C070000,2208 GREENBRIER DR ,269500,15154967
47A005000,1012 GLENDALE RD ,244500,15155442
47A145000,701 WILDER DR ,241415,15155330
490186000,1149 ST CLAIR AVE ,193200,15155785
47A143000,622 WILDER DR ,444300,15155351
43A034000,1419 GROVE RD ,493400,15155148
43C040000,2237 BANBURY ST ,241200,15154949
440028280,1449 WESTWOOD RD ,320100,15155411
43B097000,2105 TARLETON DR ,321556,15155017
440018800,1416 RUTLEDGE AVE ,333600,15155337
430006000,1204 SHERWOOD RD ,295400,15155184
490164000,1201 BLAND CIR ,229000,15155773
470040000,609 WATSON AVE ,326850,15155664
43C022000,2246 BANBURY ST ,290400,15154925
440018220,1424 OXFORD RD ,345808,15155298
48A023000,1033 SHERIDAN AVE ,212600,15155790
470052400,615 NORTH AVE ,270350,15155492
43C026000,2238 BANBURY ST ,244500,15154961
480039000,1003 ST CHARLES AVE ,312900,15155889
480038000,1001 ST CHARLES AVE ,348800,15155898
47A132000,1226-B HOLMES AVE ,149300,15155245
42B106000,2104 TARLETON DR ,260500,15155030
43B021000,1298 KENWOOD LN ,288133,15155111
43A012000,1300 CARTER LN ,464900,15155125
480024200,1029 ST CHARLES AVE ,236000,15155809
440032300,1110 ROSE HILL DR ,1311811,15155206
470055000,1000 COTTONWOOD RD ,265455,15155539
490174000,1140 ST CLAIR AVE ,165000,15155801
43C002600,113 GREENBRIER TER ,218900,15154927
470023000,600 WATSON AVE ,209400,15155665
42B077000,1417 LESTER DR ,289000,15155061
43A028000,1312 KENWOOD LN ,345600,15155140
43C037000,2231 BANBURY ST ,236100,15154969
480026000,1024 SHERIDAN AVE ,208100,15155830
490171000,1014 LOCUST LN ,341000,15155783
47A070000,629 ELIZABETH AVE ,206400,15155280
490146000,1113 LOCUST AVE ,307000,15155799
43A002100,1317 GROVE RD ,288800,15155143
43A008000,1317 KENWOOD LN ,286166,15155122
42B101000,2008 GREENBRIER DR ,346589,15154991
440031320,126 WESTWOOD CIR ,0,15155197
440028500,1436 RUGBY AVE ,280400,15155382
43A011000,1311 KENWOOD LN ,336200,15155130
42B118000,2516 HILLWOOD PL ,322900,15154923
450016800,133 BIRDWOOD CT ,180200,15155619
440030000,1140 ROSE HILL DR ,1971996,15155198
470002000,631 CUTLER LN ,425900,15155342
48A024000,1110 HOLMES AVE ,225190,15155749
440008000,1459 RUTLEDGE AVE ,271900,15155180
470033000,623 WATSON AVE ,326950,15155676
47A135000,1220 HOLMES AVE ,180500,15155263
43A001000,1400 MELBOURNE RD ,33193800,15155163
440028240,1439 WESTWOOD RD ,467300,15155420
47A026000,1034 COTTONWOOD RD ,247600,15155303
47A129000,1232 HOLMES AVE ,234900,15155229
43A015000,1306 CARTER LN ,268200,15155115
470049000,1108 PARK ST ,380325,15155551
43A009000,1315 KENWOOD LN ,268600,15155126
440031110,120 WESTWOOD CIR ,253328,15155577
47A057000,626 ELIZABETH AVE ,203300,15155287
48A041120,112 LOCUST LANE CT ,261400,15155718
490142000,1105 LOCUST AVE ,249300,15155821
47A037000,605 BEECHWOOD DR ,258000,15155327
43B034000,1283 KENWOOD LN ,320400,15155064
47A071000,633 ELIZABETH AVE ,217030,15155277
480049000,1023 ST CHARLES AVE ,242400,15155833
470024000,605 250 BYPASS ,221700,15155668
490172000,1144 ST CLAIR AVE ,218200,15155789
48A041900,106 LOCUST LANE CT ,218500,15155722
43C029000,2232 BANBURY ST ,241700,15154980
47A015000,705 DELL LN ,275770,15155430
470045700,628 DAVIS AVE ,258690,15155663
43B096000,2107 TARLETON DR ,294149,15155021
42C028000,2403 KERRY LN ,299900,15154917
47A061000,614 ELIZABETH AVE ,225925,15155268
470003000,1121 PARK ST ,234400,15155471
430003000,1214 SHERWOOD RD ,305600,15155174
440002000,1462 OXFORD RD ,442100,15155176
480020400,1018 HOLMES AVE ,229000,15155791
480016000,1006 HOLMES AVE ,233700,15155827
470047800,627 DAVIS AVE ,347800,15155646
440028380,1424 WESTWOOD RD ,237368,15155474
48A035000,1212 HOLMES AVE ,212600,15155700
440028230,1435 WESTWOOD RD ,230500,15155421
440004000,1449 RUTLEDGE AVE ,260400,15155183
47A088000,1201 LILI LN ,218140,15155227
47A031000,1025 COTTONWOOD RD ,262700,15155359
43A002200,1315 GROVE RD ,292100,15155144
480002100,1011 HOLMES AVE ,235900,15155482
490009190,1034 MARTIN ST ,222200,15155899
47A112000,1227 HOLMES AVE ,180300,15155246
470056150,1014 ASHBY PL ,313000,15155431
480058100,1022 ST CHARLES AVE ,265825,15155858
43B059000,2108 TARLETON DR ,254700,15155039
440031270,111 WESTWOOD CIR ,228872,15155560
440031190,138 WESTWOOD CIR ,206232,15155497
440027000,1404 WESTWOOD RD ,271200,15155414
43A029000,1310 KENWOOD LN ,401100,15155138
43B056000,1404 LESTER DR ,296000,15155066
470054200,1005 COTTONWOOD RD ,248800,15155494
480027000,1022 SHERIDAN AVE ,195200,15155836
480041000,1007 ST CHARLES AVE ,290120,15155876
47A110000,1223 HOLMES AVE ,231300,15155259
450022100,803 HILLCREST RD ,251600,15155600
490192000,1134 LOCUST AVE ,347400,15155782
43B007000,1405 LEHIGH CIR ,271500,15155069
43A017000,1310 CARTER LN ,288100,15155108
43B012000,1311 CARTER LN ,298600,15155097
450016100,147 BIRDWOOD CT ,212100,15155576
480040000,1005 ST CHARLES AVE ,218800,15155885
490009210,1030 MARTIN ST ,277920,15155913
470022000,809 PARK ST ,356700,15155672
450016190,111 BIRDWOOD CT ,177100,15155568
43B044000,1311 LESTER DR ,363300,15155060
480034000,1008 SHERIDAN AVE ,215715,15155866
490166000,1207 BLAND CIR ,220500,15155743
43A039000,1414 GROVE RD ,452400,15155156
490157000,1141 LOCUST AVE ,356900,15155748
47A111000,1225 HOLMES AVE ,226160,15155253
440018160,1411 RUTLEDGE AVE ,319800,15155316
43B057000,1406 LESTER DR ,318400,15155063
47A115000,1233 HOLMES AVE ,216900,15155231
440031260,109 WESTWOOD CIR ,322900,15155558
470016300,513 250 BYPASS ,218300,15155639
470045800,632 DAVIS AVE ,309700,15155666
43B048000,1300 LESTER DR ,291000,15155104
480033000,1010 SHERIDAN AVE ,261770,15155861
47A053000,638 ELIZABETH AVE ,205930,15155304
48A009000,703 ELIZABETH AVE ,205600,15155708
43C048000,2126 TARLETON DR ,269366,15154987
43B038000,1291 KENWOOD LN ,275100,15155084
440028200,1446 RUGBY AVE ,275208,15155377
47A001000,700 DELL LN ,274600,15155454
43B080000,2211 BANBURY ST ,217100,15155031
48A041270,910 LOCUST LN ,214524,15155756
440028170,1417 WESTWOOD RD ,247500,15155435
480064000,1014 ST CHARLES AVE ,208800,15155880
470045101,907 MARSHALL ST ,317630,15155678
47A063000,608 ELIZABETH AVE ,204500,15155256
43A032100,1506 MELBOURNE RD ,331767,15155141
43C047000,2128 TARLETON DR ,245300,15154979
450017200,1208 EDGE HILL RD ,237600,15155593
470051200,606 NORTH AVE ,236600,15155501
470050000,1112 PARK ST ,749000,15155692
43B067000,2210 BANBURY ST ,252400,15155042
450016250,108 BIRDWOOD CT ,189000,15155571
